expenses list,,,,,,,,,,
Date and time,Category,Account,Amount in default currency,Default currency,Amount in account currency,Account currency,Transaction amount in transaction currency,Transaction currency,Tags,Comment
18/4/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
17/4/2023,Transportation,Main,20.00,SGD,20.00,SGD,,,,
17/4/2023,Groceries,Main,13.36,SGD,13.36,SGD,,,,
17/4/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,
17/4/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
17/4/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
17/4/2023,Leisure,Main,89.00,SGD,89.00,SGD,,,,Luggage 
16/4/2023,Travel,Main,88.68,SGD,88.68,SGD,,,,Ticket
16/4/2023,Food,Main,1.41,SGD,1.41,SGD,,,,
16/4/2023,Food,Main,6.20,SGD,6.20,SGD,,,,
16/4/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
16/4/2023,Food,Main,2.30,SGD,2.30,SGD,,,,
15/4/2023,Ciggaretes,Main,13.00,SGD,13.00,SGD,,,,
15/4/2023,Food,Main,10.00,SGD,10.00,SGD,,,,
15/4/2023,Food,Main,1.41,SGD,1.41,SGD,,,,
15/4/2023,Food,Main,5.40,SGD,5.40,SGD,,,,
15/4/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
15/4/2023,Food,Main,2.30,SGD,2.30,SGD,,,,
14/4/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
14/4/2023,Leisure,Main,9.40,SGD,9.40,SGD,,,,
14/4/2023,Food,Main,7.40,SGD,7.40,SGD,,,,
14/4/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
14/4/2023,Food,Main,6.40,SGD,6.40,SGD,,,,
14/4/2023,Ciggaretes,Main,14.00,SGD,14.00,SGD,,,,
14/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
14/4/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
13/4/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
13/4/2023,Food,Main,6.32,SGD,6.32,SGD,,,,
13/4/2023,Food,Main,9.66,SGD,9.66,SGD,,,,
13/4/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
13/4/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
13/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
12/4/2023,Leisure,Main,18.00,SGD,18.00,SGD,,,,Suzume
12/4/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
12/4/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
12/4/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
12/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
11/4/2023,Groceries,Main,5.75,SGD,5.75,SGD,,,,
11/4/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
11/4/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
11/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
10/4/2023,Food,Main,1.25,SGD,1.25,SGD,,,,
10/4/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
10/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
9/4/2023,Food,Main,1.41,SGD,1.41,SGD,,,,
9/4/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
9/4/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
9/4/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
9/4/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
9/4/2023,Gifts,Main,50.00,SGD,50.00,SGD,,,,Megan Birthday
9/4/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
9/4/2023,Food,Main,16.00,SGD,16.00,SGD,,,,
8/4/2023,Food,Main,1.75,SGD,1.75,SGD,,,,
8/4/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
8/4/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
8/4/2023,Food,Main,9.00,SGD,9.00,SGD,,,,
8/4/2023,Food,Main,2.10,SGD,2.10,SGD,,,,
7/4/2023,Food,Main,2.62,SGD,2.62,SGD,,,,
7/4/2023,Food,Main,5.90,SGD,5.90,SGD,,,,
7/4/2023,Groceries,Main,8.25,SGD,8.25,SGD,,,,
7/4/2023,Food,Main,2.87,SGD,2.87,SGD,,,,
7/4/2023,Food,Main,8.90,SGD,8.90,SGD,,,,
7/4/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
7/4/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
6/4/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
6/4/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
6/4/2023,Workout,Main,155.00,SGD,155.00,SGD,,,,
6/4/2023,Food,Main,10.70,SGD,10.70,SGD,,,,
5/4/2023,Groceries,Main,6.85,SGD,6.85,SGD,,,,
5/4/2023,Food,Main,8.30,SGD,8.30,SGD,,,,
5/4/2023,Travel,Main,68.17,SGD,68.17,SGD,,,,Insurance
5/4/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
5/4/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
5/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
4/4/2023,Food,Main,8.90,SGD,8.90,SGD,,,,
4/4/2023,Food,Main,6.86,SGD,6.86,SGD,,,,
4/4/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
4/4/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
3/4/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
3/4/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
3/4/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
3/4/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
3/4/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
2/4/2023,Food,Main,39.00,SGD,39.00,SGD,,,,Fucking regret
2/4/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
2/4/2023,Groceries,Main,7.55,SGD,7.55,SGD,,,,
2/4/2023,Groceries,Main,8.64,SGD,8.64,SGD,,,,
2/4/2023,Groceries,Main,2.90,SGD,2.90,SGD,,,,
2/4/2023,Food,Main,7.90,SGD,7.90,SGD,,,,
2/4/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
1/4/2023,Food,Main,0.80,SGD,0.80,SGD,,,,
1/4/2023,Food,Main,23.85,SGD,23.85,SGD,,,,
1/4/2023,Workout,Main,85.00,SGD,85.00,SGD,,,,
1/4/2023,Food,Main,21.80,SGD,21.80,SGD,,,,
1/4/2023,Food,Main,5.50,SGD,5.50,SGD,,,,
1/4/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
31/3/2023,Food,Main,4.23,SGD,4.23,SGD,,,,
31/3/2023,Food,Main,3.60,SGD,3.60,SGD,,,,
31/3/2023,Food,Main,6.20,SGD,6.20,SGD,,,,
31/3/2023,Food,Main,3.40,SGD,3.40,SGD,,,,
30/3/2023,Food,Main,5.40,SGD,5.40,SGD,,,,
30/3/2023,Home,Main,500.00,SGD,500.00,SGD,,,,
30/3/2023,Food,Main,12.80,SGD,12.80,SGD,,,,
30/3/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
30/3/2023,Transportation,Main,100.00,SGD,100.00,SGD,,,,
29/3/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
29/3/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
29/3/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,
29/3/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
29/3/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
28/3/2023,Food,Main,7.00,SGD,7.00,SGD,,,,
28/3/2023,Health,Main,26.00,SGD,26.00,SGD,,,,
28/3/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
28/3/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
28/3/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
27/3/2023,Gifts,Main,175.00,SGD,175.00,SGD,,,,Pinoy land
27/3/2023,Food,Main,9.35,SGD,9.35,SGD,,,,
27/3/2023,Gifts,Main,4.00,SGD,4.00,SGD,,,,
27/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
27/3/2023,Leisure,Main,12.50,SGD,12.50,SGD,,,,
27/3/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
27/3/2023,Transportation,Main,2.81,SGD,2.81,SGD,,,,
26/3/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
26/3/2023,Food,Main,8.25,SGD,8.25,SGD,,,,
26/3/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
26/3/2023,Food,Main,24.10,SGD,24.10,SGD,,,,
25/3/2023,Health,Main,58.00,SGD,58.00,SGD,,,,
25/3/2023,Food,Main,9.70,SGD,9.70,SGD,,,,
25/3/2023,Groceries,Main,11.08,SGD,11.08,SGD,,,,
25/3/2023,Groceries,Main,12.41,SGD,12.41,SGD,,,,
25/3/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
25/3/2023,Leisure,Main,2.16,SGD,2.16,SGD,,,,
25/3/2023,Food,Main,9.60,SGD,9.60,SGD,,,,
25/3/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
25/3/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
24/3/2023,Leisure,Main,235.00,SGD,235.00,SGD,,,,seiko
24/3/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
24/3/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
24/3/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
24/3/2023,Food,Main,5.46,SGD,5.46,SGD,,,,
23/3/2023,Food,Main,9.00,SGD,9.00,SGD,,,,
23/3/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
23/3/2023,Food,Main,2.90,SGD,2.90,SGD,,,,
22/3/2023,Food,Main,6.40,SGD,6.40,SGD,,,,
22/3/2023,Food,Main,5.45,SGD,5.45,SGD,,,,
22/3/2023,Food,Main,6.80,SGD,6.80,SGD,,,,
21/3/2023,Food,Main,8.72,SGD,8.72,SGD,,,,
21/3/2023,Food,Main,81.20,SGD,81.20,SGD,,,,bro bertday
21/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
20/3/2023,Food,Main,8.70,SGD,8.70,SGD,,,,
20/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
19/3/2023,Leisure,Main,35.38,SGD,35.38,SGD,,,,
19/3/2023,Workout,Main,30.31,SGD,30.31,SGD,,,,
19/3/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
19/3/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
19/3/2023,Groceries,Main,6.51,SGD,6.51,SGD,,,,
19/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
19/3/2023,Food,Main,2.51,SGD,2.51,SGD,,,,
19/3/2023,Food,Main,9.30,SGD,9.30,SGD,,,,
19/3/2023,Leisure,Main,10.00,SGD,10.00,SGD,,,,
18/3/2023,Food,Main,12.60,SGD,12.60,SGD,,,,
18/3/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
18/3/2023,Food,Main,1.71,SGD,1.71,SGD,,,,
18/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
18/3/2023,Food,Main,5.70,SGD,5.70,SGD,,,,
17/3/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
17/3/2023,Food,Main,9.70,SGD,9.70,SGD,,,,
17/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
17/3/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
17/3/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
17/3/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
16/3/2023,Food,Main,9.00,SGD,9.00,SGD,,,,
15/3/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
15/3/2023,Groceries,Main,2.61,SGD,2.61,SGD,,,,
15/3/2023,Ciggaretes,Main,13.00,SGD,13.00,SGD,,,,
15/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
15/3/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
15/3/2023,Food,Main,2.90,SGD,2.90,SGD,,,,
14/3/2023,Groceries,Main,10.61,SGD,10.61,SGD,,,,
14/3/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
14/3/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
14/3/2023,Food,Main,3.90,SGD,3.90,SGD,,,,
13/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
13/3/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
13/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
13/3/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
12/3/2023,Groceries,Main,6.50,SGD,6.50,SGD,,,,
12/3/2023,Groceries,Main,12.61,SGD,12.61,SGD,,,,
12/3/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
12/3/2023,Food,Main,6.95,SGD,6.95,SGD,,,,
12/3/2023,Leisure,Main,32.65,SGD,32.65,SGD,,,,
12/3/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
12/3/2023,Food,Main,3.70,SGD,3.70,SGD,,,,
12/3/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
11/3/2023,Food,Main,7.90,SGD,7.90,SGD,,,,
11/3/2023,Home,Main,4.32,SGD,4.32,SGD,,,,
11/3/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
11/3/2023,Food,Main,5.40,SGD,5.40,SGD,,,,
11/3/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
10/3/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
10/3/2023,Home,Main,8.60,SGD,8.60,SGD,,,,
10/3/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
10/3/2023,Food,Main,2.30,SGD,2.30,SGD,,,,
10/3/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
9/3/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
9/3/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
9/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
9/3/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,haircut
9/3/2023,Food,Main,15.00,SGD,15.00,SGD,,,,
8/3/2023,Food,Main,2.85,SGD,2.85,SGD,,,,
8/3/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
8/3/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
8/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
7/3/2023,Food,Main,8.70,SGD,8.70,SGD,,,,
7/3/2023,Food,Main,3.80,SGD,3.80,SGD,,,,Oat
7/3/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
7/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
6/3/2023,Home,Main,12.55,SGD,12.55,SGD,,,,Detergent
6/3/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
6/3/2023,Leisure,Main,8.81,SGD,8.81,SGD,,,,
6/3/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
6/3/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
6/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
5/3/2023,Gifts,Main,2.30,SGD,2.30,SGD,,,,
5/3/2023,Food,Main,9.29,SGD,9.29,SGD,,,,
5/3/2023,Food,Main,1.41,SGD,1.41,SGD,,,,
5/3/2023,Food,Main,1.90,SGD,1.90,SGD,,,,
5/3/2023,Food,Main,5.80,SGD,5.80,SGD,,,,
5/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
5/3/2023,Food,Main,3.30,SGD,3.30,SGD,,,,
4/3/2023,Food,Main,1.30,SGD,1.30,SGD,,,,
4/3/2023,Leisure,Main,6.40,SGD,6.40,SGD,,,,cream
4/3/2023,Food,Main,1.90,SGD,1.90,SGD,,,,
4/3/2023,Food,Main,6.45,SGD,6.45,SGD,,,,
4/3/2023,Food,Main,9.70,SGD,9.70,SGD,,,,
4/3/2023,Workout,Main,15.00,SGD,15.00,SGD,,,,
4/3/2023,Food,Main,7.00,SGD,7.00,SGD,,,,
4/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
4/3/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
3/3/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
3/3/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
3/3/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
3/3/2023,Food,Main,9.70,SGD,9.70,SGD,,,,
3/3/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
3/3/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
3/3/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
3/3/2023,Workout,Main,17.20,SGD,17.20,SGD,,,,
3/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
2/3/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
2/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
2/3/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
2/3/2023,Food,Main,2.90,SGD,2.90,SGD,,,,
1/3/2023,Food,Main,8.50,SGD,8.50,SGD,,,,
1/3/2023,Transportation,Main,100.00,SGD,100.00,SGD,,,,
1/3/2023,Workout,Main,85.00,SGD,85.00,SGD,,,,
1/3/2023,Leisure,Main,6.98,SGD,6.98,SGD,,,,
1/3/2023,Food,Main,79.91,SGD,79.91,SGD,,,,Burthday GF 
1/3/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
1/3/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
28/2/2023,Leisure,Main,16.98,SGD,16.98,SGD,,,,
28/2/2023,Leisure,Main,10.81,SGD,10.81,SGD,,,,Ankle Straps
28/2/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
28/2/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
28/2/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
28/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
28/2/2023,Home,Main,500.00,SGD,500.00,SGD,,,,
27/2/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
27/2/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
27/2/2023,Food,Main,9.35,SGD,9.35,SGD,,,,
27/2/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
27/2/2023,Leisure,Main,11.50,SGD,11.50,SGD,,,,
27/2/2023,Food,Main,1.61,SGD,1.61,SGD,,,,
27/2/2023,Food,Main,8.50,SGD,8.50,SGD,,,,
27/2/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
26/2/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
26/2/2023,Food,Main,1.80,SGD,1.80,SGD,,,,
26/2/2023,Food,Main,10.20,SGD,10.20,SGD,,,,
26/2/2023,Food,Main,3.80,SGD,3.80,SGD,,,,
26/2/2023,Leisure,Main,12.90,SGD,12.90,SGD,,,,
26/2/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
25/2/2023,Health,Main,681.31,SGD,681.31,SGD,,,,
25/2/2023,Food,Main,7.40,SGD,7.40,SGD,,,,
25/2/2023,Food,Main,2.10,SGD,2.10,SGD,,,,
25/2/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
25/2/2023,Food,Main,2.49,SGD,2.49,SGD,,,,
25/2/2023,Food,Main,10.70,SGD,10.70,SGD,,,,
24/2/2023,Transportation,Main,11.00,SGD,11.00,SGD,,,,
24/2/2023,Transportation,Main,7.00,SGD,7.00,SGD,,,,
24/2/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
24/2/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
24/2/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
24/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
23/2/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
23/2/2023,Food,Main,1.70,SGD,1.70,SGD,,,,
23/2/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
23/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
22/2/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,
22/2/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
22/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
22/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
21/2/2023,Home,Main,2.60,SGD,2.60,SGD,,,,Batteries
21/2/2023,Food,Main,9.10,SGD,9.10,SGD,,,,
21/2/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
21/2/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
21/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
21/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
20/2/2023,Food,Main,11.45,SGD,11.45,SGD,,,,
20/2/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
20/2/2023,Leisure,Main,2.00,SGD,2.00,SGD,,,,
20/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
20/2/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
20/2/2023,Leisure,Main,11.98,SGD,11.98,SGD,,,,Youtube
19/2/2023,Food,Main,10.40,SGD,10.40,SGD,,,,
19/2/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
19/2/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
19/2/2023,Food,Main,3.00,SGD,3.00,SGD,,,,
19/2/2023,Food,Main,4.40,SGD,4.40,SGD,,,,
18/2/2023,Food,Main,65.60,SGD,65.60,SGD,,,,
18/2/2023,Leisure,Main,2.00,SGD,2.00,SGD,,,,
18/2/2023,Food,Main,6.50,SGD,6.50,SGD,,,,
18/2/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
17/2/2023,Food,Main,38.00,SGD,38.00,SGD,,,,
17/2/2023,Food,Main,2.00,SGD,2.00,SGD,,,,
17/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
17/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
17/2/2023,Food,Main,4.60,SGD,4.60,SGD,,,,
16/2/2023,Leisure,Main,35.38,SGD,35.38,SGD,,,,
16/2/2023,Food,Main,2.10,SGD,2.10,SGD,,,,
16/2/2023,Food,Main,8.50,SGD,8.50,SGD,,,,
16/2/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
16/2/2023,Food,Main,6.30,SGD,6.30,SGD,,,,
16/2/2023,Food,Main,2.62,SGD,2.62,SGD,,,,
15/2/2023,Food,Main,6.40,SGD,6.40,SGD,,,,
15/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
15/2/2023,Food,Main,4.80,SGD,4.80,SGD,,,,
15/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
14/2/2023,Food,Main,5.20,SGD,5.20,SGD,,,,
14/2/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,
14/2/2023,Leisure,Main,15.00,SGD,15.00,SGD,,,,
14/2/2023,Leisure,Main,223.50,SGD,223.50,SGD,,,,watch
14/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
14/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
14/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
13/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
13/2/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
13/2/2023,Food,Main,7.55,SGD,7.55,SGD,,,,
13/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
13/2/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
12/2/2023,Food,Main,2.50,SGD,2.50,SGD,,,,
12/2/2023,Food,Main,2.20,SGD,2.20,SGD,,,,
12/2/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
12/2/2023,Food,Main,6.10,SGD,6.10,SGD,,,,
12/2/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
11/2/2023,Transportation,Main,11.00,SGD,11.00,SGD,,,,Cab
11/2/2023,Food,Main,2.60,SGD,2.60,SGD,,,,
11/2/2023,Food,Main,6.10,SGD,6.10,SGD,,,,
11/2/2023,Food,Main,4.40,SGD,4.40,SGD,,,,
10/2/2023,Food,Main,8.90,SGD,8.90,SGD,,,,
10/2/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
10/2/2023,Food,Main,2.40,SGD,2.40,SGD,,,,
10/2/2023,Food,Main,3.40,SGD,3.40,SGD,,,,
10/2/2023,Food,Main,6.10,SGD,6.10,SGD,,,,
9/2/2023,Leisure,Main,30.00,SGD,30.00,SGD,,,,
9/2/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
9/2/2023,Food,Main,8.80,SGD,8.80,SGD,,,,
9/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
9/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
9/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
8/2/2023,Leisure,Main,2.79,SGD,2.79,SGD,,,,
8/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
8/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
7/2/2023,Food,Main,7.50,SGD,7.50,SGD,,,,
7/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
7/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
6/2/2023,Food,Main,10.70,SGD,10.70,SGD,,,,
6/2/2023,Food,Main,8.00,SGD,8.00,SGD,,,,
6/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
6/2/2023,Food,Main,5.30,SGD,5.30,SGD,,,,
6/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
6/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
5/2/2023,Food,Main,2.80,SGD,2.80,SGD,,,,
5/2/2023,Food,Main,18.90,SGD,18.90,SGD,,,,
5/2/2023,Food,Main,2.70,SGD,2.70,SGD,,,,
5/2/2023,Food,Main,4.50,SGD,4.50,SGD,,,,
5/2/2023,Food,Main,1.60,SGD,1.60,SGD,,,,
4/2/2023,Leisure,Main,8.90,SGD,8.90,SGD,,,,
4/2/2023,Food,Main,1.50,SGD,1.50,SGD,,,,
4/2/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
4/2/2023,Food,Main,4.00,SGD,4.00,SGD,,,,
4/2/2023,Food,Main,12.00,SGD,12.00,SGD,,,,
4/2/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
4/2/2023,Food,Main,4.90,SGD,4.90,SGD,,,,
4/2/2023,Food,Main,4.70,SGD,4.70,SGD,,,,
4/2/2023,Food,Main,1.20,SGD,1.20,SGD,,,,
3/2/2023,Food,Main,17.50,SGD,17.50,SGD,,,,
3/2/2023,Food,Main,8.60,SGD,8.60,SGD,,,,
3/2/2023,Leisure,Main,8.99,SGD,8.99,SGD,,,,web toon
3/2/2023,Ciggaretes,Main,15.00,SGD,15.00,SGD,,,,
3/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
2/2/2023,Leisure,Main,6.98,SGD,6.98,SGD,,,,COC
2/2/2023,Food,Main,8.80,SGD,8.80,SGD,,,,
2/2/2023,Gifts,Main,5.00,SGD,5.00,SGD,,,,
2/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
2/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
1/2/2023,Food,Main,5.60,SGD,5.60,SGD,,,,
1/2/2023,Food,Main,3.50,SGD,3.50,SGD,,,,
1/2/2023,Workout,Main,85.00,SGD,85.00,SGD,,,,
1/2/2023,Food,Main,3.20,SGD,3.20,SGD,,,,
1/2/2023,Food,Main,1.40,SGD,1.40,SGD,,,,
31/1/2023,Transportation,Main,150.00,SGD,150.00,SGD,,,,
31/1/2023,Leisure,Main,354.80,SGD,354.80,SGD,,,,
31/1/2023,Food,Main,6.00,SGD,6.00,SGD,,,,
31/1/2023,Food,Main,6.60,SGD,6.60,SGD,,,,
31/1/2023,Food,Main,5.00,SGD,5.00,SGD,,,,
