expenses list,,,,,,,,,,
Date and time,Category,Account,Amount in default currency,Default currency,Amount in account currency,Account currency,Transaction amount in transaction currency,Transaction currency,Tags,Comment
23/5/2024,Food,Main,5.50,SGD,5.50,SGD,,,,
23/5/2024,Groceries,Main,33.00,SGD,33.00,SGD,,,,
22/5/2024,Transportation,Main,4.80,SGD,4.80,SGD,,,,
22/5/2024,Leisure,Main,15.50,SGD,15.50,SGD,,,,
22/5/2024,Leisure,Main,8.00,SGD,8.00,SGD,,,,
22/5/2024,Food,Main,2.80,SGD,2.80,SGD,,,,
22/5/2024,Food,Main,2.40,SGD,2.40,SGD,,,,
22/5/2024,Food,Main,5.50,SGD,5.50,SGD,,,,
21/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
21/5/2024,Food,Main,2.50,SGD,2.50,SGD,,,,
21/5/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
21/5/2024,Food,Main,3.00,SGD,3.00,SGD,,,,
21/5/2024,Food,Main,8.30,SGD,8.30,SGD,,,,
20/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
20/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
20/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
20/5/2024,Food,Main,7.29,SGD,7.29,SGD,,,,
19/5/2024,Home,Main,12.50,SGD,12.50,SGD,,,,
19/5/2024,Transportation,Main,4.05,SGD,4.05,SGD,,,,
19/5/2024,Leisure,Main,4.00,SGD,4.00,SGD,,,,
19/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
19/5/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
19/5/2024,Leisure,Main,1.50,SGD,1.50,SGD,,,,
19/5/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
19/5/2024,Food,Main,12.33,SGD,12.33,SGD,,,,
18/5/2024,Groceries,Main,4.70,SGD,4.70,SGD,,,,
18/5/2024,Groceries,Main,8.95,SGD,8.95,SGD,,,,
18/5/2024,Food,Main,9.50,SGD,9.50,SGD,,,,
18/5/2024,Transportation,Main,5.89,SGD,5.89,SGD,,,,
18/5/2024,Food,Main,1.86,SGD,1.86,SGD,,,,
18/5/2024,Food,Main,5.00,SGD,5.00,SGD,,,,
18/5/2024,Food,Main,5.89,SGD,5.89,SGD,,,,
17/5/2024,Transportation,Main,4.93,SGD,4.93,SGD,,,,
17/5/2024,Food,Main,56.00,SGD,56.00,SGD,,,,
17/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
17/5/2024,Food,Main,5.90,SGD,5.90,SGD,,,,
17/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
16/5/2024,Food,Main,4.50,SGD,4.50,SGD,,,,
16/5/2024,Food,Main,5.94,SGD,5.94,SGD,,,,
16/5/2024,Transportation,Main,6.02,SGD,6.02,SGD,,,,
16/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
16/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
15/5/2024,Leisure,Main,25.46,SGD,25.46,SGD,,,,
15/5/2024,Leisure,Main,3.95,SGD,3.95,SGD,,,,
15/5/2024,Transportation,Main,4.76,SGD,4.76,SGD,,,,
15/5/2024,Leisure,Main,3.95,SGD,3.95,SGD,,,,
15/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
15/5/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
15/5/2024,Food,Main,8.00,SGD,8.00,SGD,,,,
15/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
15/5/2024,Food,Main,5.90,SGD,5.90,SGD,,,,
14/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
14/5/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
14/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
14/5/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
13/5/2024,Transportation,Main,4.84,SGD,4.84,SGD,,,,
13/5/2024,Leisure,Main,7.60,SGD,7.60,SGD,,,,
13/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
13/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
12/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
12/5/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
12/5/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
12/5/2024,Leisure,Main,17.69,SGD,17.69,SGD,,,,
11/5/2024,Transportation,Main,7.08,SGD,7.08,SGD,,,,
11/5/2024,Food,Main,3.60,SGD,3.60,SGD,,,,
11/5/2024,Food,Main,55.00,SGD,55.00,SGD,,,,KAFE utu
11/5/2024,Gifts,Main,30.00,SGD,30.00,SGD,,,,
11/5/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
10/5/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
10/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
10/5/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
9/5/2024,Transportation,Main,3.71,SGD,3.71,SGD,,,,
9/5/2024,Leisure,Main,8.90,SGD,8.90,SGD,,,,
9/5/2024,Food,Main,5.50,SGD,5.50,SGD,,,,
9/5/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
9/5/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
9/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
8/5/2024,Transportation,Main,4.72,SGD,4.72,SGD,,,,
8/5/2024,Food,Main,8.00,SGD,8.00,SGD,,,,
8/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
8/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
7/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
7/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
7/5/2024,Food,Main,6.70,SGD,6.70,SGD,,,,
7/5/2024,Groceries,Main,5.35,SGD,5.35,SGD,,,,
7/5/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
7/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
6/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
6/5/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
6/5/2024,Food,Main,5.94,SGD,5.94,SGD,,,,
6/5/2024,Ciggaretes,Main,15.30,SGD,15.30,SGD,,,,
6/5/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
6/5/2024,Food,Main,6.10,SGD,6.10,SGD,,,,
6/5/2024,Workout,Main,102.60,SGD,102.60,SGD,,,,
6/5/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
6/5/2024,Leisure,Main,2.98,SGD,2.98,SGD,,,,
5/5/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
5/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
5/5/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
5/5/2024,Food,Main,2.60,SGD,2.60,SGD,,,,
4/5/2024,Ciggaretes,Main,13.90,SGD,13.90,SGD,,,,
4/5/2024,Food,Main,6.50,SGD,6.50,SGD,,,,
4/5/2024,Food,Main,5.50,SGD,5.50,SGD,,,,
4/5/2024,Food,Main,3.90,SGD,3.90,SGD,,,,
3/5/2024,Transportation,Main,7.18,SGD,7.18,SGD,,,,
3/5/2024,Groceries,Main,6.45,SGD,6.45,SGD,,,,
3/5/2024,Food,Main,5.90,SGD,5.90,SGD,,,,
3/5/2024,Food,Main,5.00,SGD,5.00,SGD,,,,
3/5/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
3/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
2/5/2024,Transportation,Main,4.72,SGD,4.72,SGD,,,,
2/5/2024,Food,Main,3.45,SGD,3.45,SGD,,,,
2/5/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
2/5/2024,Food,Main,8.30,SGD,8.30,SGD,,,,
2/5/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
1/5/2024,Transportation,Main,4.95,SGD,4.95,SGD,,,,
1/5/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
1/5/2024,Food,Main,9.50,SGD,9.50,SGD,,,,
1/5/2024,Food,Main,1.20,SGD,1.20,SGD,,,,
1/5/2024,Food,Main,7.02,SGD,7.02,SGD,,,,
1/5/2024,Food,Main,2.70,SGD,2.70,SGD,,,,
30/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
30/4/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
30/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
30/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
30/4/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
29/4/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
29/4/2024,Groceries,Main,5.95,SGD,5.95,SGD,,,,
29/4/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
29/4/2024,Leisure,Main,18.70,SGD,18.70,SGD,,,,
29/4/2024,Leisure,Main,20.56,SGD,20.56,SGD,,,,
29/4/2024,Leisure,Main,27.07,SGD,27.07,SGD,,,,
29/4/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
29/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
29/4/2024,Home,Main,500.00,SGD,500.00,SGD,,,,
28/4/2024,Transportation,Main,4.14,SGD,4.14,SGD,,,,
28/4/2024,Groceries,Main,8.90,SGD,8.90,SGD,,,,
28/4/2024,Leisure,Main,2.20,SGD,2.20,SGD,,,,
28/4/2024,Food,Main,12.00,SGD,12.00,SGD,,,,
28/4/2024,Food,Main,1.62,SGD,1.62,SGD,,,,
28/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
28/4/2024,Food,Main,7.11,SGD,7.11,SGD,,,,
27/4/2024,Transportation,Main,5.07,SGD,5.07,SGD,,,,
27/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
27/4/2024,Food,Main,7.90,SGD,7.90,SGD,,,,
27/4/2024,Food,Main,1.82,SGD,1.82,SGD,,,,
27/4/2024,Food,Main,6.54,SGD,6.54,SGD,,,,
26/4/2024,Transportation,Main,5.07,SGD,5.07,SGD,,,,
26/4/2024,Food,Main,14.00,SGD,14.00,SGD,,,,
26/4/2024,Education,Main,6133.40,SGD,6133.40,SGD,,,,
26/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
26/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
26/4/2024,Food,Main,6.00,SGD,6.00,SGD,,,,
25/4/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
25/4/2024,Groceries,Main,6.90,SGD,6.90,SGD,,,,
25/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
25/4/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
25/4/2024,Food,Main,3.00,SGD,3.00,SGD,,,,
25/4/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
25/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
24/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
24/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
24/4/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
24/4/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
23/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
23/4/2024,Food,Main,2.61,SGD,2.61,SGD,,,,
23/4/2024,Food,Main,5.76,SGD,5.76,SGD,,,,
23/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
23/4/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
23/4/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
22/4/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
22/4/2024,Leisure,Main,1.90,SGD,1.90,SGD,,,,
22/4/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
22/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
22/4/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
22/4/2024,Food,Main,1.30,SGD,1.30,SGD,,,, 
21/4/2024,Transportation,Main,4.36,SGD,4.36,SGD,,,,
21/4/2024,Food,Main,6.12,SGD,6.12,SGD,,,,
21/4/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
21/4/2024,Food,Main,11.90,SGD,11.90,SGD,,,,
21/4/2024,Food,Main,1.62,SGD,1.62,SGD,,,,
20/4/2024,Transportation,Main,4.91,SGD,4.91,SGD,,,,
20/4/2024,Groceries,Main,8.45,SGD,8.45,SGD,,,,
20/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
20/4/2024,Food,Main,1.44,SGD,1.44,SGD,,,,
20/4/2024,Leisure,Main,30.00,SGD,30.00,SGD,,,,
20/4/2024,Food,Main,18.00,SGD,18.00,SGD,,,,
20/4/2024,Leisure,Main,11.98,SGD,11.98,SGD,,,,
19/4/2024,Transportation,Main,5.93,SGD,5.93,SGD,,,,
19/4/2024,Food,Main,4.00,SGD,4.00,SGD,,,,
19/4/2024,Food,Main,1.77,SGD,1.77,SGD,,,,
19/4/2024,Food,Main,0.77,SGD,0.77,SGD,,,,
19/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
19/4/2024,Family,Main,48.99,SGD,48.99,SGD,,,,
19/4/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
19/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
19/4/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
18/4/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
18/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
18/4/2024,Leisure,Main,9.90,SGD,9.90,SGD,,,,
18/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
18/4/2024,Food,Main,5.60,SGD,5.60,SGD,,,,
18/4/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
17/4/2024,Transportation,Main,4.99,SGD,4.99,SGD,,,,
17/4/2024,Food,Main,8.10,SGD,8.10,SGD,,,,
17/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
17/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
17/4/2024,Food,Main,6.60,SGD,6.60,SGD,,,,
16/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
16/4/2024,Leisure,Main,3.30,SGD,3.30,SGD,,,,
16/4/2024,Leisure,Main,3.95,SGD,3.95,SGD,,,,
16/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
16/4/2024,Ciggaretes,Main,15.20,SGD,15.20,SGD,,,,
16/4/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
16/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
16/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
15/4/2024,Leisure,Main,25.46,SGD,25.46,SGD,,,,
15/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
15/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
15/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
15/4/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
15/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
15/4/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
14/4/2024,Transportation,Main,3.62,SGD,3.62,SGD,,,,
14/4/2024,Heaven Fees,Main,5.00,SGD,5.00,SGD,,,,
14/4/2024,Health,Main,5.20,SGD,5.20,SGD,,,,
14/4/2024,Home,Main,12.00,SGD,12.00,SGD,,,,
14/4/2024,Groceries,Main,1.95,SGD,1.95,SGD,,,,
14/4/2024,Food,Main,1.52,SGD,1.52,SGD,,,,
14/4/2024,Food,Main,2.61,SGD,2.61,SGD,,,,
14/4/2024,Food,Main,7.92,SGD,7.92,SGD,,,,
14/4/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
14/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
13/4/2024,Transportation,Main,7.80,SGD,7.80,SGD,,,,
13/4/2024,Food,Main,36.55,SGD,36.55,SGD,,,,
13/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
13/4/2024,Food,Main,9.20,SGD,9.20,SGD,,,,
13/4/2024,Gifts,Main,1.99,SGD,1.99,SGD,,,,
12/4/2024,Transportation,Main,6.00,SGD,6.00,SGD,,,,
12/4/2024,Food,Main,2.45,SGD,2.45,SGD,,,,
12/4/2024,Food,Main,7.40,SGD,7.40,SGD,,,,
12/4/2024,Transportation,Main,28.77,SGD,28.77,SGD,,,,
12/4/2024,Ciggaretes,Main,16.00,SGD,16.00,SGD,,,,
12/4/2024,Transportation,Main,7.50,SGD,7.50,SGD,,,,
11/4/2024,Transportation,Main,6.49,SGD,6.49,SGD,,,,
11/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
11/4/2024,Health,Main,70.85,SGD,70.85,SGD,,,,
11/4/2024,Food,Main,6.80,SGD,6.80,SGD,,,,
11/4/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
11/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
11/4/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
10/4/2024,Transportation,Main,3.12,SGD,3.12,SGD,,,,
10/4/2024,Food,Main,9.00,SGD,9.00,SGD,,,,
10/4/2024,Groceries,Main,8.40,SGD,8.40,SGD,,,,
10/4/2024,Groceries,Main,1.57,SGD,1.57,SGD,,,,
10/4/2024,Groceries,Main,14.40,SGD,14.40,SGD,,,,
10/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
10/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
10/4/2024,Food,Main,2.70,SGD,2.70,SGD,,,,
9/4/2024,Transportation,Main,4.95,SGD,4.95,SGD,,,,
9/4/2024,Food,Main,10.30,SGD,10.30,SGD,,,,
9/4/2024,Food,Main,3.20,SGD,3.20,SGD,,,,
9/4/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
8/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
8/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
8/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
8/4/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
7/4/2024,Transportation,Main,4.21,SGD,4.21,SGD,,,,
7/4/2024,Food,Main,8.60,SGD,8.60,SGD,,,,
7/4/2024,Food,Main,6.75,SGD,6.75,SGD,,,,
7/4/2024,Food,Main,1.35,SGD,1.35,SGD,,,,
7/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
6/4/2024,Transportation,Main,4.68,SGD,4.68,SGD,,,,
6/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
6/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
6/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
6/4/2024,Food,Main,18.40,SGD,18.40,SGD,,,,
6/4/2024,Workout,Main,102.80,SGD,102.80,SGD,,,,
6/4/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
6/4/2024,Leisure,Main,45.00,SGD,45.00,SGD,,,,
5/4/2024,Transportation,Main,4.84,SGD,4.84,SGD,,,,
5/4/2024,Food,Main,6.20,SGD,6.20,SGD,,,,
5/4/2024,Leisure,Main,3.05,SGD,3.05,SGD,,,,
5/4/2024,Leisure,Main,20.00,SGD,20.00,SGD,,,,
5/4/2024,Food,Main,7.40,SGD,7.40,SGD,,,,
5/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
5/4/2024,Food,Main,3.40,SGD,3.40,SGD,,,,
4/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
4/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
4/4/2024,Food,Main,6.85,SGD,6.85,SGD,,,,
3/4/2024,Transportation,Main,4.80,SGD,4.80,SGD,,,,
3/4/2024,Food,Main,10.00,SGD,10.00,SGD,,,,
2/4/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
2/4/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
2/4/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
2/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
1/4/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
1/4/2024,Groceries,Main,6.80,SGD,6.80,SGD,,,,
1/4/2024,Home,Main,17.89,SGD,17.89,SGD,,,,
1/4/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
31/3/2024,Groceries,Main,16.55,SGD,16.55,SGD,,,,
31/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
31/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
31/3/2024,Food,Main,2.20,SGD,2.20,SGD,,,,
31/3/2024,Food,Main,7.00,SGD,7.00,SGD,,,,
30/3/2024,Transportation,Main,6.36,SGD,6.36,SGD,,,,
30/3/2024,Food,Main,7.30,SGD,7.30,SGD,,,,
30/3/2024,Leisure,Main,499.00,SGD,499.00,SGD,,,,
30/3/2024,Food,Main,9.60,SGD,9.60,SGD,,,,
30/3/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
30/3/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
29/3/2024,Transportation,Main,4.40,SGD,4.40,SGD,,,,
29/3/2024,Groceries,Main,6.02,SGD,6.02,SGD,,,,
29/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
29/3/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
29/3/2024,Food,Main,10.00,SGD,10.00,SGD,,,,
29/3/2024,Food,Main,6.20,SGD,6.20,SGD,,,,
29/3/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
28/3/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
28/3/2024,Food,Main,7.00,SGD,7.00,SGD,,,,
28/3/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
28/3/2024,Food,Main,3.10,SGD,3.10,SGD,,,,
27/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
27/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
27/3/2024,Home,Main,500.00,SGD,500.00,SGD,,,,
27/3/2024,Leisure,Main,20.80,SGD,20.80,SGD,,,,
27/3/2024,Leisure,Main,27.06,SGD,27.06,SGD,,,,
27/3/2024,Family,Main,150.00,SGD,150.00,SGD,,,,
27/3/2024,Food,Main,8.70,SGD,8.70,SGD,,,,
26/3/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
26/3/2024,Leisure,Main,13.98,SGD,13.98,SGD,,,,
26/3/2024,Leisure,Main,12.57,SGD,12.57,SGD,,,,
26/3/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
26/3/2024,Food,Main,1.60,SGD,1.60,SGD,,,,
26/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
26/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
26/3/2024,Food,Main,6.54,SGD,6.54,SGD,,,,
25/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
25/3/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
25/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
25/3/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
24/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
24/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
24/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
24/3/2024,Food,Main,1.35,SGD,1.35,SGD,,,,
24/3/2024,Groceries,Main,4.40,SGD,4.40,SGD,,,,
23/3/2024,Transportation,Main,6.81,SGD,6.81,SGD,,,,
23/3/2024,Food,Main,1.90,SGD,1.90,SGD,,,,
23/3/2024,Food,Main,12.30,SGD,12.30,SGD,,,,
23/3/2024,Food,Main,2.07,SGD,2.07,SGD,,,,
23/3/2024,Food,Main,3.00,SGD,3.00,SGD,,,,
22/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
22/3/2024,Groceries,Main,12.70,SGD,12.70,SGD,,,,
22/3/2024,Food,Main,3.60,SGD,3.60,SGD,,,,
22/3/2024,Food,Main,1.10,SGD,1.10,SGD,,,,
22/3/2024,Food,Main,8.00,SGD,8.00,SGD,,,,
22/3/2024,Gifts,Main,50.00,SGD,50.00,SGD,,,,
22/3/2024,Food,Main,9.00,SGD,9.00,SGD,,,,
22/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
22/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
21/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
21/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
21/3/2024,Food,Main,6.00,SGD,6.00,SGD,,,,
21/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
21/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
20/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
20/3/2024,Leisure,Main,11.98,SGD,11.98,SGD,,,,
20/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
20/3/2024,Food,Main,5.80,SGD,5.80,SGD,,,,
20/3/2024,Food,Main,5.75,SGD,5.75,SGD,,,,
19/3/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
19/3/2024,Food,Main,6.84,SGD,6.84,SGD,,,,
19/3/2024,Food,Main,6.30,SGD,6.30,SGD,,,,
19/3/2024,Food,Main,3.10,SGD,3.10,SGD,,,,
18/3/2024,Transportation,Main,5.81,SGD,5.81,SGD,,,,
18/3/2024,Food,Main,10.50,SGD,10.50,SGD,,,,
18/3/2024,Leisure,Main,40.00,SGD,40.00,SGD,,,,
18/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
18/3/2024,Food,Main,5.30,SGD,5.30,SGD,,,,
17/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
17/3/2024,Food,Main,7.02,SGD,7.02,SGD,,,,
17/3/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
17/3/2024,Health,Main,5.56,SGD,5.56,SGD,,,,
16/3/2024,Transportation,Main,6.18,SGD,6.18,SGD,,,,
16/3/2024,Food,Main,1.45,SGD,1.45,SGD,,,,
16/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
16/3/2024,Food,Main,1.68,SGD,1.68,SGD,,,,
16/3/2024,Food,Main,16.08,SGD,16.08,SGD,,,,
16/3/2024,Leisure,Main,25.46,SGD,25.46,SGD,,,,
15/3/2024,Transportation,Main,3.76,SGD,3.76,SGD,,,,
15/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
15/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
14/3/2024,Transportation,Main,6.06,SGD,6.06,SGD,,,,
14/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
14/3/2024,Food,Main,21.60,SGD,21.60,SGD,,,,
14/3/2024,Food,Main,3.10,SGD,3.10,SGD,,,,
13/3/2024,Food,Main,7.02,SGD,7.02,SGD,,,,
13/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
13/3/2024,Food,Main,1.35,SGD,1.35,SGD,,,,
13/3/2024,Food,Main,6.57,SGD,6.57,SGD,,,,
12/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
12/3/2024,Food,Main,6.84,SGD,6.84,SGD,,,,
12/3/2024,Health,Main,51.00,SGD,51.00,SGD,,,,OFW insurance
12/3/2024,Food,Main,1.77,SGD,1.77,SGD,,,,
12/3/2024,Food,Main,1.70,SGD,1.70,SGD,,,,
12/3/2024,Food,Main,1.50,SGD,1.50,SGD,,,,
12/3/2024,Food,Main,4.80,SGD,4.80,SGD,,,,
11/3/2024,Transportation,Main,5.00,SGD,5.00,SGD,,,,
11/3/2024,Travel,Main,458.60,SGD,458.60,SGD,,,,
11/3/2024,Food,Main,1.30,SGD,1.30,SGD,,,,
11/3/2024,Food,Main,7.80,SGD,7.80,SGD,,,,
11/3/2024,Leisure,Main,3.10,SGD,3.10,SGD,,,,
